Id,month,town,flat_type,storey_range,floor_area_sqm,flat_model,lease_commence_date,remaining_lease,,resale_price,full_address,X_coordinates,Y_coordinates,Closest_Mrt,Mrt_Distance,Price Index
3534,2020-07,HOUGANG,5 ROOM,07 TO 09,122,Improved,1986,65 years,,495000,607 HOUGANG AVE 4,1.370252027,103.8861577,Hougang mrt,0.679369143,133.9
3535,2020-07,HOUGANG,5 ROOM,01 TO 03,121,Improved,1984,62 years 07 months,,450000,310 HOUGANG AVE 5,1.366328104,103.896214,Hougang mrt,0.624286481,133.9
3536,2020-07,HOUGANG,5 ROOM,07 TO 09,134,Model A,1983,61 years 08 months,,498000,306 HOUGANG AVE 5,1.367197637,103.8954966,Hougang mrt,0.499927123,133.9
3537,2020-07,HOUGANG,5 ROOM,04 TO 06,132,Improved,1989,68 years 05 months,,580000,424 HOUGANG AVE 6,1.373765404,103.8934828,Hougang mrt,0.40295102,133.9
3538,2020-07,HOUGANG,5 ROOM,04 TO 06,123,Improved,1992,71 years 03 months,,580000,466 HOUGANG AVE 8,1.372519921,103.8970056,Hougang mrt,0.580599751,133.9
3539,2020-07,HOUGANG,5 ROOM,04 TO 06,120,Improved,1987,66 years 01 month,,430000,643 HOUGANG AVE 8,1.371545526,103.8806199,Hougang mrt,1.302496504,133.9
3540,2020-07,HOUGANG,5 ROOM,04 TO 06,122,Improved,1986,65 years 01 month,,585000,610 HOUGANG AVE 8,1.370312635,103.8851256,Hougang mrt,0.794171556,133.9
3541,2020-07,HOUGANG,5 ROOM,07 TO 09,121,Improved,1989,68 years 03 months,,470000,541 HOUGANG AVE 8,1.377461432,103.8912727,Buangkok mrt,0.717004938,133.9
3542,2020-07,HOUGANG,5 ROOM,16 TO 18,120,Improved,1987,66 years 02 months,,525000,649 HOUGANG AVE 8,1.372366188,103.8805293,Hougang mrt,1.324861333,133.9
3543,2020-07,HOUGANG,5 ROOM,01 TO 03,121,Improved,1999,77 years 09 months,,430000,953 HOUGANG AVE 9,1.376025189,103.877538,Hougang mrt,1.755233557,133.9
3544,2020-07,HOUGANG,5 ROOM,07 TO 09,124,Improved,1992,71 years 03 months,,555000,830 HOUGANG CTRL,1.370749546,103.8903291,Hougang mrt,0.219918043,133.9
3545,2020-07,HOUGANG,5 ROOM,01 TO 03,122,Improved,1997,76 years 06 months,,515000,160 HOUGANG ST 11,1.352026403,103.8790786,Serangoon mrt,0.718588705,133.9
3546,2020-07,HOUGANG,5 ROOM,07 TO 09,120,Improved,1999,78 years 04 months,,623000,371 HOUGANG ST 31,1.363603889,103.8900498,Kovan mrt,0.741453016,133.9
3547,2020-07,HOUGANG,5 ROOM,04 TO 06,120,Improved,1998,77 years 01 month,,461000,930 HOUGANG ST 91,1.375483476,103.8812782,Hougang mrt,1.348418452,133.9
3548,2020-07,HOUGANG,5 ROOM,04 TO 06,116,Improved,1999,78 years 04 months,,435000,971 HOUGANG ST 91,1.378229936,103.8796963,Buangkok mrt,1.604228283,133.9
3549,2020-07,HOUGANG,5 ROOM,01 TO 03,122,Improved,1998,76 years 06 months,,430000,939 HOUGANG ST 92,1.373958248,103.8796952,Hougang mrt,1.454768572,133.9
3550,2020-07,HOUGANG,5 ROOM,13 TO 15,121,Improved,1998,76 years 07 months,,535888,941 HOUGANG ST 92,1.37356291,103.8791847,Hougang mrt,1.498454253,133.9
3551,2020-07,HOUGANG,5 ROOM,13 TO 15,112,DBSS,2014,93 years 05 months,,720000,475D UPP SERANGOON CRES,1.375182544,103.900406,Hougang mrt,1.053007585,133.9
3552,2020-07,HOUGANG,5 ROOM,10 TO 12,109,DBSS,2014,93 years 04 months,,760000,475B UPP SERANGOON CRES,1.375774046,103.8999657,Hougang mrt,1.047282941,133.9
3553,2020-07,HOUGANG,5 ROOM,13 TO 15,112,DBSS,2014,93 years 04 months,,785000,475C UPP SERANGOON CRES,1.375218194,103.8999953,Hougang mrt,1.016023754,133.9
3554,2020-07,HOUGANG,5 ROOM,04 TO 06,113,Improved,2015,93 years 10 months,,638888,470C UPP SERANGOON CRES,1.378466901,103.9008042,Buangkok mrt,1.038636942,133.9
3555,2020-07,HOUGANG,5 ROOM,13 TO 15,112,Improved,2015,93 years 10 months,,620000,471B UPP SERANGOON CRES,1.378010013,103.9010708,Buangkok mrt,1.091699296,133.9
3556,2020-07,HOUGANG,5 ROOM,04 TO 06,109,DBSS,2014,93 years 04 months,,723000,475B UPP SERANGOON CRES,1.375774046,103.8999657,Hougang mrt,1.047282941,133.9
3557,2020-07,HOUGANG,5 ROOM,13 TO 15,112,DBSS,2014,93 years 04 months,,765000,475D UPP SERANGOON CRES,1.375182544,103.900406,Hougang mrt,1.053007585,133.9
3558,2020-07,HOUGANG,5 ROOM,04 TO 06,123,Improved,1992,71 years 03 months,,560000,465 UPP SERANGOON RD,1.371907883,103.8970129,Hougang mrt,0.556623559,133.9
3559,2020-07,HOUGANG,5 ROOM,13 TO 15,115,Premium Apartment,2016,94 years 09 months,,725000,476B UPP SERANGOON VIEW,1.377328452,103.9042122,Buangkok mrt,1.427780071,133.9
3560,2020-07,HOUGANG,EXECUTIVE,10 TO 12,146,Maisonette,1991,69 years 06 months,,720000,449 HOUGANG AVE 10,1.378780982,103.8951536,Buangkok mrt,0.591569162,133.9
3561,2020-07,HOUGANG,EXECUTIVE,01 TO 03,154,Maisonette,1989,67 years 10 months,,740000,431 HOUGANG AVE 6,1.375632982,103.8931079,Hougang mrt,0.59337379,133.9
3562,2020-07,HOUGANG,EXECUTIVE,01 TO 03,145,Maisonette,1988,66 years 09 months,,580000,533 HOUGANG AVE 6,1.37583341,103.8918851,Hougang mrt,0.609459902,133.9
3563,2020-07,HOUGANG,EXECUTIVE,04 TO 06,146,Maisonette,1991,70 years 01 month,,685000,446 HOUGANG AVE 8,1.378804588,103.8942838,Buangkok mrt,0.557828504,133.9
3564,2020-07,HOUGANG,EXECUTIVE,04 TO 06,148,Maisonette,1986,65 years 01 month,,600000,628 HOUGANG AVE 8,1.369561785,103.8805075,Kovan mrt,1.156640544,133.9
3565,2020-07,HOUGANG,EXECUTIVE,01 TO 03,146,Maisonette,1987,65 years 09 months,,648888,647 HOUGANG AVE 8,1.37196976,103.8803846,Hougang mrt,1.334090355,133.9
3566,2020-07,HOUGANG,EXECUTIVE,04 TO 06,137,Apartment,1999,78 years 02 months,,570000,967 HOUGANG AVE 9,1.378183076,103.8786414,Buangkok mrt,1.715384916,133.9
3567,2020-07,HOUGANG,EXECUTIVE,01 TO 03,141,Apartment,1997,75 years 07 months,,780000,852 HOUGANG CTRL,1.369700518,103.8937572,Hougang mrt,0.180596178,133.9
3568,2020-07,HOUGANG,EXECUTIVE,01 TO 03,144,Maisonette,1997,75 years 08 months,,740000,850 HOUGANG CTRL,1.369716381,103.8934299,Hougang mrt,0.146884023,133.9
3569,2020-07,HOUGANG,EXECUTIVE,01 TO 03,155,Maisonette,1984,62 years 09 months,,780000,235 HOUGANG ST 21,1.357145853,103.8885596,Kovan mrt,0.545449712,133.9
3570,2020-07,HOUGANG,EXECUTIVE,07 TO 09,141,Apartment,1998,76 years 07 months,,603000,940 HOUGANG ST 92,1.373483071,103.8797778,Hougang mrt,1.432264448,133.9
3571,2020-07,HOUGANG,EXECUTIVE,04 TO 06,151,Maisonette,1984,63 years 03 months,,685000,132 LOR AH SOO,1.350852997,103.8863299,Kovan mrt,1.021214572,133.9
3572,2020-07,HOUGANG,EXECUTIVE,10 TO 12,142,Apartment,1984,63 years,,630000,128 LOR AH SOO,1.351723552,103.8864872,Kovan mrt,0.931110629,133.9
3573,2020-08,HOUGANG,2 ROOM,10 TO 12,47,Model A,2012,90 years 10 months,,235000,986B BUANGKOK CRES,1.382272735,103.8801292,Buangkok mrt,1.446483328,133.9
3574,2020-08,HOUGANG,2 ROOM,10 TO 12,47,Model A,2012,90 years 10 months,,235000,986A BUANGKOK CRES,1.381916946,103.8798037,Buangkok mrt,1.487183778,133.9
3575,2020-08,HOUGANG,3 ROOM,10 TO 12,67,Model A,2012,90 years 10 months,,320000,986B BUANGKOK CRES,1.382272735,103.8801292,Buangkok mrt,1.446483328,133.9
3576,2020-08,HOUGANG,3 ROOM,01 TO 03,67,Model A,2012,90 years 10 months,,284000,986B BUANGKOK CRES,1.382272735,103.8801292,Buangkok mrt,1.446483328,133.9
3577,2020-08,HOUGANG,3 ROOM,10 TO 12,67,Model A,2012,90 years 09 months,,330000,986B BUANGKOK CRES,1.382272735,103.8801292,Buangkok mrt,1.446483328,133.9
3578,2020-08,HOUGANG,3 ROOM,13 TO 15,68,Model A,2015,93 years 07 months,,355000,987B BUANGKOK GREEN,1.379392247,103.8782839,Buangkok mrt,1.710742209,133.9
3579,2020-08,HOUGANG,3 ROOM,01 TO 03,67,New Generation,1981,60 years 02 months,,260000,115 HOUGANG AVE 1,1.352765258,103.8878761,Kovan mrt,0.874267042,133.9
3580,2020-08,HOUGANG,3 ROOM,04 TO 06,66,New Generation,1982,60 years 06 months,,255000,113 HOUGANG AVE 1,1.353569053,103.8887057,Kovan mrt,0.842600432,133.9
3581,2020-08,HOUGANG,3 ROOM,10 TO 12,67,New Generation,1981,60 years 01 month,,280000,116 HOUGANG AVE 1,1.35313872,103.8877274,Kovan mrt,0.82987453,133.9
3582,2020-08,HOUGANG,3 ROOM,01 TO 03,67,New Generation,1981,60 years 02 months,,260000,115 HOUGANG AVE 1,1.352765258,103.8878761,Kovan mrt,0.874267042,133.9
3583,2020-08,HOUGANG,3 ROOM,01 TO 03,67,New Generation,1982,60 years 09 months,,275000,117 HOUGANG AVE 1,1.35361344,103.8881456,Kovan mrt,0.805350105,133.9
3584,2020-08,HOUGANG,3 ROOM,04 TO 06,79,New Generation,1982,60 years 05 months,,270000,113 HOUGANG AVE 1,1.353569053,103.8887057,Kovan mrt,0.842600432,133.9
3585,2020-08,HOUGANG,3 ROOM,01 TO 03,64,Simplified,1986,64 years 09 months,,258000,511 HOUGANG AVE 10,1.372074206,103.888729,Hougang mrt,0.437681492,133.9
3586,2020-08,HOUGANG,3 ROOM,01 TO 03,67,New Generation,1978,56 years 10 months,,230000,24 HOUGANG AVE 3,1.365512261,103.8920855,Hougang mrt,0.533604092,133.9
3587,2020-08,HOUGANG,3 ROOM,01 TO 03,73,New Generation,1978,56 years 09 months,,295000,21 HOUGANG AVE 3,1.364245984,103.8914777,Hougang mrt,0.678892654,133.9
3588,2020-08,HOUGANG,3 ROOM,07 TO 09,67,New Generation,1983,62 years,,280000,319 HOUGANG AVE 5,1.36572844,103.8966202,Hougang mrt,0.703343878,133.9
3589,2020-08,HOUGANG,3 ROOM,07 TO 09,67,New Generation,1983,61 years 06 months,,325000,321 HOUGANG AVE 5,1.367101312,103.898278,Hougang mrt,0.759017874,133.9
3590,2020-08,HOUGANG,3 ROOM,07 TO 09,68,Improved,1993,71 years 08 months,,311000,316 HOUGANG AVE 7,1.364975847,103.8968099,Hougang mrt,0.779304619,133.9
3591,2020-08,HOUGANG,3 ROOM,10 TO 12,74,Model A,1987,65 years 10 months,,320000,658 HOUGANG AVE 8,1.373379374,103.8823883,Hougang mrt,1.149213864,133.9
3592,2020-08,HOUGANG,3 ROOM,07 TO 09,74,Model A,1987,65 years 11 months,,295000,660 HOUGANG AVE 8,1.373653601,103.8828669,Hougang mrt,1.108068969,133.9
3593,2020-08,HOUGANG,3 ROOM,01 TO 03,69,Improved,1987,66 years 05 months,,298000,642 HOUGANG AVE 8,1.371698789,103.8799483,Hougang mrt,1.378613997,133.9
3594,2020-08,HOUGANG,3 ROOM,04 TO 06,64,Simplified,1986,64 years 10 months,,270000,501 HOUGANG AVE 8,1.372052696,103.8865314,Hougang mrt,0.665411278,133.9
3595,2020-08,HOUGANG,3 ROOM,01 TO 03,60,Improved,1985,63 years 11 months,,228000,623 HOUGANG AVE 8,1.370513873,103.8823235,Hougang mrt,1.106184873,133.9
3596,2020-08,HOUGANG,3 ROOM,01 TO 03,60,Improved,1987,66 years 04 months,,246000,642 HOUGANG AVE 8,1.371698789,103.8799483,Hougang mrt,1.378613997,133.9
3597,2020-08,HOUGANG,3 ROOM,01 TO 03,69,Improved,1985,63 years 11 months,,330000,623 HOUGANG AVE 8,1.370513873,103.8823235,Hougang mrt,1.106184873,133.9
3598,2020-08,HOUGANG,3 ROOM,07 TO 09,64,Simplified,1986,65 years,,270000,673 HOUGANG AVE 8,1.372519645,103.8848302,Hougang mrt,0.861607535,133.9
3599,2020-08,HOUGANG,3 ROOM,01 TO 03,64,Simplified,1986,65 years 02 months,,261000,698 HOUGANG ST 61,1.37506139,103.8869105,Hougang mrt,0.792350354,133.9
3600,2020-08,HOUGANG,3 ROOM,04 TO 06,67,Model A,2015,93 years 09 months,,335000,471B UPP SERANGOON CRES,1.378010013,103.9010708,Buangkok mrt,1.091699296,133.9
3601,2020-08,HOUGANG,3 ROOM,13 TO 15,67,DBSS,2014,93 years 03 months,,455000,475B UPP SERANGOON CRES,1.375774046,103.8999657,Hougang mrt,1.047282941,133.9
3602,2020-08,HOUGANG,3 ROOM,10 TO 12,67,DBSS,2014,93 years 03 months,,478000,475C UPP SERANGOON CRES,1.375218194,103.8999953,Hougang mrt,1.016023754,133.9
3603,2020-08,HOUGANG,3 ROOM,04 TO 06,67,Model A,2015,93 years 09 months,,355000,471B UPP SERANGOON CRES,1.378010013,103.9010708,Buangkok mrt,1.091699296,133.9
3604,2020-08,HOUGANG,3 ROOM,07 TO 09,67,Premium Apartment,2016,94 years 08 months,,385000,476A UPP SERANGOON VIEW,1.376760382,103.9040504,Buangkok mrt,1.444478924,133.9
3605,2020-08,HOUGANG,3 ROOM,04 TO 06,68,Premium Apartment,2016,94 years 07 months,,385000,476A UPP SERANGOON VIEW,1.376760382,103.9040504,Buangkok mrt,1.444478924,133.9
3606,2020-08,HOUGANG,4 ROOM,16 TO 18,90,Model A,2003,82 years,,355000,979A BUANGKOK CRES,1.379479055,103.8789771,Buangkok mrt,1.634016784,133.9
3607,2020-08,HOUGANG,4 ROOM,01 TO 03,100,Model A,1998,76 years 05 months,,345000,170 HOUGANG AVE 1,1.351463459,103.8893194,Kovan mrt,1.07653925,133.9
3608,2020-08,HOUGANG,4 ROOM,01 TO 03,96,New Generation,1985,64 years 04 months,,385000,406 HOUGANG AVE 10,1.373639498,103.8961877,Hougang mrt,0.569583459,133.9
3609,2020-08,HOUGANG,4 ROOM,07 TO 09,105,Model A,1992,71 years 02 months,,400000,456 HOUGANG AVE 10,1.377171374,103.895401,Buangkok mrt,0.767246864,133.9
3610,2020-08,HOUGANG,4 ROOM,07 TO 09,103,Model A,1992,71 years 02 months,,458000,452 HOUGANG AVE 10,1.378788146,103.896369,Buangkok mrt,0.656291596,133.9
3611,2020-08,HOUGANG,4 ROOM,01 TO 03,104,Model A,1992,71 years 02 months,,371000,458 HOUGANG AVE 10,1.377762881,103.8962745,Buangkok mrt,0.747605481,133.9
3612,2020-08,HOUGANG,4 ROOM,07 TO 09,90,Simplified,1986,65 years,,378000,516 HOUGANG AVE 10,1.372746401,103.8890425,Hougang mrt,0.446616844,133.9
3613,2020-08,HOUGANG,4 ROOM,07 TO 09,92,New Generation,1978,56 years 10 months,,335000,18 HOUGANG AVE 3,1.363216575,103.8919296,Hougang mrt,0.787956247,133.9
3614,2020-08,HOUGANG,4 ROOM,10 TO 12,91,New Generation,1984,63 years 03 months,,365000,253 HOUGANG AVE 3,1.360428288,103.8922069,Kovan mrt,0.860246324,133.9
3615,2020-08,HOUGANG,4 ROOM,01 TO 03,95,New Generation,1984,63 years 03 months,,315000,248 HOUGANG AVE 3,1.35937035,103.8925875,Kovan mrt,0.902547622,133.9
3616,2020-08,HOUGANG,4 ROOM,04 TO 06,98,New Generation,1985,63 years 05 months,,340000,249 HOUGANG AVE 3,1.359612146,103.8919082,Kovan mrt,0.825655368,133.9
3617,2020-08,HOUGANG,4 ROOM,01 TO 03,104,Model A,1985,64 years 03 months,,358000,605 HOUGANG AVE 4,1.37096742,103.8864969,Hougang mrt,0.645361878,133.9
3618,2020-08,HOUGANG,4 ROOM,04 TO 06,84,Simplified,1985,64 years 02 months,,338000,605 HOUGANG AVE 4,1.37096742,103.8864969,Hougang mrt,0.645361878,133.9
3619,2020-08,HOUGANG,4 ROOM,13 TO 15,104,Model A,1983,61 years 07 months,,405000,334 HOUGANG AVE 5,1.368862166,103.8979544,Hougang mrt,0.654112619,133.9
3620,2020-08,HOUGANG,4 ROOM,10 TO 12,105,Model A,1987,66 years 04 months,,422000,528 HOUGANG AVE 6,1.375119192,103.8907261,Hougang mrt,0.555960727,133.9
3621,2020-08,HOUGANG,4 ROOM,01 TO 03,84,Simplified,1988,66 years 07 months,,308000,531 HOUGANG AVE 6,1.37575573,103.8902879,Hougang mrt,0.638409154,133.9
3622,2020-08,HOUGANG,4 ROOM,10 TO 12,105,Model A,1987,65 years 11 months,,435000,529 HOUGANG AVE 6,1.375468965,103.8907295,Hougang mrt,0.59277447,133.9
3623,2020-08,HOUGANG,4 ROOM,07 TO 09,104,Model A,1987,65 years 10 months,,493000,529 HOUGANG AVE 6,1.375468965,103.8907295,Hougang mrt,0.59277447,133.9
3624,2020-08,HOUGANG,4 ROOM,01 TO 03,91,New Generation,1985,63 years 10 months,,330000,336 HOUGANG AVE 7,1.36930321,103.8983512,Hougang mrt,0.687212742,133.9
3625,2020-08,HOUGANG,4 ROOM,04 TO 06,92,New Generation,1985,64 years,,330000,341 HOUGANG AVE 7,1.37044549,103.8985887,Hougang mrt,0.704218388,133.9
3626,2020-08,HOUGANG,4 ROOM,04 TO 06,84,Simplified,1986,65 years,,330000,627 HOUGANG AVE 8,1.369218634,103.8818831,Kovan mrt,1.070408643,133.9
3627,2020-08,HOUGANG,4 ROOM,10 TO 12,84,Simplified,1986,64 years 10 months,,350000,613 HOUGANG AVE 8,1.369486756,103.8847894,Hougang mrt,0.836852346,133.9
3628,2020-08,HOUGANG,4 ROOM,04 TO 06,113,Model A,1989,67 years 10 months,,435000,434 HOUGANG AVE 8,1.376472216,103.8938221,Hougang mrt,0.700515971,133.9
3629,2020-08,HOUGANG,4 ROOM,01 TO 03,84,Simplified,1987,65 years 11 months,,321000,503 HOUGANG AVE 8,1.373482598,103.8874635,Hougang mrt,0.637416269,133.9
3630,2020-08,HOUGANG,4 ROOM,01 TO 03,104,Model A,1986,65 years,,365000,629 HOUGANG AVE 8,1.369954124,103.8812179,Kovan mrt,1.169814359,133.9
3631,2020-08,HOUGANG,4 ROOM,10 TO 12,101,Model A,1999,77 years 08 months,,390000,954 HOUGANG AVE 9,1.376762777,103.8781083,Hougang mrt,1.72805359,133.9
3632,2020-08,HOUGANG,4 ROOM,04 TO 06,101,Model A,1999,77 years 08 months,,400000,953 HOUGANG AVE 9,1.376025189,103.877538,Hougang mrt,1.755233557,133.9
3633,2020-08,HOUGANG,4 ROOM,07 TO 09,99,New Generation,1984,63 years 03 months,,338000,242 HOUGANG ST 22,1.357388977,103.8921679,Kovan mrt,0.898006939,133.9
3634,2020-08,HOUGANG,4 ROOM,04 TO 06,92,Model A,2016,94 years 08 months,,470000,376A HOUGANG ST 32,1.363460098,103.8935763,Hougang mrt,0.774110187,133.9
3635,2020-08,HOUGANG,4 ROOM,01 TO 03,92,Model A,2016,94 years 07 months,,445000,376B HOUGANG ST 32,1.364123377,103.8940907,Hougang mrt,0.716344057,133.9
3636,2020-08,HOUGANG,4 ROOM,01 TO 03,92,Model A,2016,94 years 07 months,,453888,376B HOUGANG ST 32,1.364123377,103.8940907,Hougang mrt,0.716344057,133.9
3637,2020-08,HOUGANG,4 ROOM,01 TO 03,103,Model A,1992,71 years 02 months,,335000,549 HOUGANG ST 51,1.37814104,103.8912578,Buangkok mrt,0.645616578,133.9
3638,2020-08,HOUGANG,4 ROOM,04 TO 06,100,Model A,1997,75 years 09 months,,371000,570 HOUGANG ST 51,1.377965042,103.88822,Buangkok mrt,0.830808795,133.9
3639,2020-08,HOUGANG,4 ROOM,04 TO 06,100,Model A,1997,75 years 10 months,,370000,570 HOUGANG ST 51,1.377965042,103.88822,Buangkok mrt,0.830808795,133.9
3640,2020-08,HOUGANG,4 ROOM,01 TO 03,101,Model A,1997,75 years 06 months,,352000,575 HOUGANG ST 51,1.377939795,103.8869766,Buangkok mrt,0.928274166,133.9
3641,2020-08,HOUGANG,4 ROOM,04 TO 06,101,Model A,1998,77 years 01 month,,370000,925 HOUGANG ST 91,1.376705846,103.8824972,Hougang mrt,1.295053764,133.9
3642,2020-08,HOUGANG,4 ROOM,04 TO 06,100,Model A,1998,77 years,,398000,931 HOUGANG ST 91,1.375544586,103.8806047,Hougang mrt,1.419444814,133.9
3643,2020-08,HOUGANG,4 ROOM,07 TO 09,100,Model A,1998,76 years 11 months,,388000,926 HOUGANG ST 91,1.376100159,103.8809422,Hougang mrt,1.411855739,133.9
3644,2020-08,HOUGANG,4 ROOM,13 TO 15,100,Model A,1998,76 years 06 months,,400000,915 HOUGANG ST 91,1.377521837,103.8838133,Hougang mrt,1.231082759,133.9
3645,2020-08,HOUGANG,4 ROOM,01 TO 03,90,Model A2,1998,76 years 06 months,,360000,911 HOUGANG ST 91,1.378937489,103.8838571,Buangkok mrt,1.150338473,133.9
3646,2020-08,HOUGANG,4 ROOM,10 TO 12,103,Model A,1984,63 years 05 months,,400000,143 LOR AH SOO,1.352233427,103.8828416,Kovan mrt,0.867671213,133.9
3647,2020-08,HOUGANG,4 ROOM,04 TO 06,103,Model A,1984,62 years 07 months,,365000,134 LOR AH SOO,1.350464683,103.8865094,Kovan mrt,1.067336531,133.9
3648,2020-08,HOUGANG,4 ROOM,07 TO 09,92,Model A,2015,93 years 09 months,,433888,471A UPP SERANGOON CRES,1.37814544,103.9017673,Buangkok mrt,1.147863999,133.9
3649,2020-08,HOUGANG,4 ROOM,16 TO 18,92,DBSS,2014,93 years 03 months,,655000,475D UPP SERANGOON CRES,1.375182544,103.900406,Hougang mrt,1.053007585,133.9
3650,2020-08,HOUGANG,4 ROOM,16 TO 18,92,DBSS,2014,93 years 03 months,,660000,475B UPP SERANGOON CRES,1.375774046,103.8999657,Hougang mrt,1.047282941,133.9
3651,2020-08,HOUGANG,4 ROOM,04 TO 06,92,Model A,2015,93 years 09 months,,412500,471B UPP SERANGOON CRES,1.378010013,103.9010708,Buangkok mrt,1.091699296,133.9
3652,2020-08,HOUGANG,4 ROOM,04 TO 06,93,Model A,2015,93 years 09 months,,450000,470C UPP SERANGOON CRES,1.378466901,103.9008042,Buangkok mrt,1.038636942,133.9
3653,2020-08,HOUGANG,4 ROOM,19 TO 21,92,Model A,2015,93 years 09 months,,500000,470A UPP SERANGOON CRES,1.3790548,103.9019278,Buangkok mrt,1.11323373,133.9
3654,2020-08,HOUGANG,4 ROOM,04 TO 06,93,Model A,2015,93 years 09 months,,430000,470A UPP SERANGOON CRES,1.3790548,103.9019278,Buangkok mrt,1.11323373,133.9
3655,2020-08,HOUGANG,4 ROOM,16 TO 18,92,Premium Apartment,2016,94 years 08 months,,558000,477C UPP SERANGOON VIEW,1.37932251,103.904191,Buangkok mrt,1.33075576,133.9
3656,2020-08,HOUGANG,4 ROOM,10 TO 12,92,Premium Apartment,2016,94 years 07 months,,560000,477C UPP SERANGOON VIEW,1.37932251,103.904191,Buangkok mrt,1.33075576,133.9
3657,2020-08,HOUGANG,4 ROOM,07 TO 09,92,Premium Apartment,2016,94 years 07 months,,470000,477A UPP SERANGOON VIEW,1.378308758,103.903842,Buangkok mrt,1.34054034,133.9
3658,2020-08,HOUGANG,4 ROOM,16 TO 18,92,Premium Apartment,2016,94 years 07 months,,545000,476B UPP SERANGOON VIEW,1.377328452,103.9042122,Buangkok mrt,1.427780071,133.9
3659,2020-08,HOUGANG,4 ROOM,16 TO 18,92,Premium Apartment,2016,94 years 07 months,,568000,476C UPP SERANGOON VIEW,1.377949571,103.904346,Buangkok mrt,1.408474896,133.9
3660,2020-08,HOUGANG,5 ROOM,01 TO 03,110,Improved,2003,82 years,,390000,979C BUANGKOK CRES,1.379538909,103.8799544,Buangkok mrt,1.528085481,133.9
3661,2020-08,HOUGANG,5 ROOM,07 TO 09,110,Improved,2003,81 years 10 months,,395000,980D BUANGKOK CRES,1.380493247,103.8809405,Buangkok mrt,1.393336387,133.9
3662,2020-08,HOUGANG,5 ROOM,13 TO 15,110,Improved,2003,81 years 11 months,,428888,978D BUANGKOK CRES,1.380031671,103.8794136,Buangkok mrt,1.570664561,133.9
3663,2020-08,HOUGANG,5 ROOM,10 TO 12,110,Improved,2004,82 years 08 months,,425000,984B BUANGKOK LINK,1.382095015,103.8806127,Buangkok mrt,1.395360767,133.9
3664,2020-08,HOUGANG,5 ROOM,01 TO 03,133,Improved-Maisonette,1983,62 years 02 months,,685000,122 HOUGANG AVE 1,1.353744081,103.8861593,Kovan mrt,0.705652084,133.9
3665,2020-08,HOUGANG,5 ROOM,10 TO 12,123,Improved,1997,76 years 03 months,,508000,167 HOUGANG AVE 1,1.351815936,103.8884481,Kovan mrt,0.996492054,133.9
3666,2020-08,HOUGANG,5 ROOM,01 TO 03,146,Model A-Maisonette,1984,63 years,,800000,238 HOUGANG AVE 1,1.357144094,103.8889701,Kovan mrt,0.583997735,133.9
3667,2020-08,HOUGANG,5 ROOM,04 TO 06,121,Improved,1986,65 years 01 month,,542000,513 HOUGANG AVE 10,1.372068415,103.8896636,Hougang mrt,0.346920454,133.9
3668,2020-08,HOUGANG,5 ROOM,07 TO 09,121,Improved,1986,64 years 08 months,,555000,408 HOUGANG AVE 10,1.373326125,103.8953862,Hougang mrt,0.479911639,133.9
3669,2020-08,HOUGANG,5 ROOM,10 TO 12,123,Improved,1985,63 years 05 months,,465000,249 HOUGANG AVE 3,1.359612146,103.8919082,Kovan mrt,0.825655368,133.9
3670,2020-08,HOUGANG,5 ROOM,10 TO 12,121,Improved,1985,63 years 05 months,,468000,249 HOUGANG AVE 3,1.359612146,103.8919082,Kovan mrt,0.825655368,133.9
3671,2020-08,HOUGANG,5 ROOM,10 TO 12,124,Improved,1992,71 years 02 months,,530000,363 HOUGANG AVE 5,1.369900384,103.8963935,Hougang mrt,0.4623142,133.9
3672,2020-08,HOUGANG,5 ROOM,04 TO 06,121,Improved,1987,66 years 04 months,,520000,527 HOUGANG AVE 6,1.374763192,103.8906271,Hougang mrt,0.522377198,133.9
3673,2020-08,HOUGANG,5 ROOM,01 TO 03,120,Improved,1987,66 years 04 months,,436000,653 HOUGANG AVE 8,1.372831898,103.8812473,Hougang mrt,1.25649074,133.9
3674,2020-08,HOUGANG,5 ROOM,10 TO 12,121,Improved,1990,69 years 01 month,,550000,443 HOUGANG AVE 8,1.37948044,103.8932017,Buangkok mrt,0.46623891,133.9
3675,2020-08,HOUGANG,5 ROOM,07 TO 09,116,Improved,1999,77 years 07 months,,470000,955 HOUGANG AVE 9,1.376155038,103.8781923,Hougang mrt,1.692865748,133.9
3676,2020-08,HOUGANG,5 ROOM,10 TO 12,120,Improved,1999,78 years 03 months,,650000,371 HOUGANG ST 31,1.363603889,103.8900498,Kovan mrt,0.741453016,133.9
3677,2020-08,HOUGANG,5 ROOM,13 TO 15,117,Improved,1997,75 years 06 months,,510000,575 HOUGANG ST 51,1.377939795,103.8869766,Buangkok mrt,0.928274166,133.9
3678,2020-08,HOUGANG,5 ROOM,07 TO 09,117,Improved,1997,75 years 06 months,,490000,572 HOUGANG ST 51,1.378270725,103.8874851,Buangkok mrt,0.862073384,133.9
3679,2020-08,HOUGANG,5 ROOM,10 TO 12,120,Improved,1998,77 years 02 months,,475000,928 HOUGANG ST 91,1.37665908,103.8815163,Hougang mrt,1.385304651,133.9
